giphy_id,qwen8b_dominant,moss_dominant,sentiment,arousal,max_score
l3vRi0fRZTl1J2SfC,anger,anger,-0.3838,0.7164,0.9999
jUJpQBEHrEgddMgTZv,anger,anger,-0.4068,0.7256,1.0
l4pTosVr0iHCJ11hm,neutral,neutral,0.0144,0.5258,0.9991
hrnYspWWhsIyA,anger,anger,-0.4985,0.7887,1.0
l2Je7TZr0eLeciOoU,anger,anger,-0.2931,0.6639,1.0
5WmyaeDDlmb1m,sad,sad,-0.5565,0.533,1.0
BouwBuyFhQwlQYBvmG,neutral,neutral,0.1263,0.5206,0.9998
BpX6RB6YFcx7q,anger,anger,-0.4122,0.7596,1.0
JrLwOBH23PUPlmhTbz,anger,anger,-0.2763,0.6552,1.0
93jGp8tRQHzgfenWWG,anger,anger,-0.4271,0.7144,0.9998
3ndAvMC5LFPNMCzq7m,happy,happy,0.5925,0.6937,1.0
3oeSB36G9Au4V0xUhG,happy,happy,0.2614,0.6206,0.9998
WP2MUeauAM3sLbOQyQ,neutral,neutral,0.0776,0.4999,0.9999
3o6MbtWBa5aIdPMneM,fear,fear,-0.4302,0.8526,1.0
xT9IgvthjO6xWlGF1u,fear,fear,-0.1368,0.7337,0.9998
v0eSTlR8GEWJi,anger,anger,-0.4878,0.8035,1.0
oB1vWgGPNDmYE,anger,anger,-0.4407,0.7777,1.0
mCsoBwnIyB5PSYwsAo,anger,anger,-0.4486,0.784,1.0
UqZ4imFIoljlr5O2sM,anger,anger,-0.1293,0.7254,0.9997
I5yH9Aeq0EGCA,fear,fear,-0.179,0.7029,1.0
WqQhaYyeQ92zgTmRlY,happy,happy,0.6131,0.7162,0.9996
Swx36wwSsU49HAnIhC,neutral,neutral,-0.0705,0.4826,1.0
3orif6k2D1EEzyMmPe,anger,anger,-0.5024,0.7915,1.0
2cpPfXUit2JSU,neutral,neutral,-0.0628,0.5103,1.0
yCdmeyPCU2b1C,anger,anger,-0.483,0.7442,1.0
dVdIu1HNxeKyqzkgPA,anger,anger,-0.1055,0.736,1.0
iDJuQR0UmiqOI,surprise,surprise,0.1941,0.7099,1.0
xUA7aUXRzYcFJ6Jw3K,happy,happy,0.2923,0.6206,1.0
f4DGnGf6xwFonJUI0D,neutral,neutral,-0.0153,0.4709,1.0
fXeRGki5DiU5G,anger,anger,-0.4493,0.7363,1.0
QBROLbjFoQwPsbWw2R,happy,happy,0.3225,0.6544,0.9999
APqEbxBsVlkWSuFpth,anger,anger,-0.3446,0.6669,1.0
Ch1zCx8tu6DQY,anger,anger,-0.4319,0.7356,1.0
GRF4gJYMQmdUI,fear,fear,-0.4218,0.8475,1.0
UO2FqRJkan6bm,anger,anger,-0.3594,0.6611,1.0
hPPx8yk3Bmqys,anger,anger,-0.387,0.6786,1.0
hpLVo93aOrne3JmiOe,happy,happy,0.3743,0.6246,0.9999
mFBIHvRrntt2JJLkrp,happy,happy,0.1144,0.6405,0.9997
wkHNGECdJV9ks,anger,anger,-0.4984,0.79,1.0
1zgOyLCRxCmV5G3GFZ,anger,anger,-0.387,0.6986,1.0
QvwCVnX9DWdlHCnix5,anger,anger,-0.283,0.6344,1.0
VTxmwaCEwSlZm,anger,anger,-0.1347,0.7055,0.9998
LTYT5GTIiAMBa,anger,anger,-0.5137,0.7359,0.9999
26tkmyR14UIPJJOG4,anger,anger,-0.3874,0.7293,1.0
3oEjHRfTZ5JDDX05fW,anger,anger,-0.4299,0.7269,1.0
EouEzI5bBR8uk,anger,anger,-0.4178,0.6143,1.0
Ph5ELYJov9n5oHzVHZ,anger,anger,-0.3854,0.7564,1.0
21GCae4djDWtP5soiY,happy,happy,0.4834,0.7238,1.0
xUA7beIl1TsbKOgf0A,anger,anger,-0.309,0.6813,1.0
J1djusiGZ4ek0,anger,anger,-0.4448,0.7495,1.0
FBzqZGthkW6KQ,anger,anger,-0.1914,0.7073,1.0
QEYYlJqOaEhXrjTrOH,happy,happy,0.4692,0.6517,1.0
uVR1p77lDFyvwJNl77,anger,anger,-0.3836,0.6899,1.0
jZAwc1FZ4TednLkWwu,neutral,neutral,-0.0248,0.4787,1.0
kHmVOy84g8G6my09fu,happy,happy,0.6647,0.7382,0.9995
rh3jgdEg5lnbhWN0Sb,fear,fear,-0.4591,0.826,1.0
ra3uQxvxo6aKAN42Le,neutral,neutral,-0.2174,0.5019,1.0
2RLneSY36cIvK,anger,anger,-0.2895,0.7016,1.0
8abAbOrQ9rvLG,anger,anger,-0.4898,0.7855,1.0
UMUZgoNFcWTgQ,anger,anger,-0.4418,0.7737,1.0
3osxYrgM8gi9CDjcPu,anger,anger,-0.4972,0.7778,1.0
LfGGW219qNzLP6IzTA,surprise,surprise,-0.1399,0.6768,1.0
Zy8PKEUTgpW5kn3Hro,anger,anger,-0.3002,0.6868,1.0
l2JeiapYMhPdGXKRa,anger,anger,-0.1164,0.6757,1.0
rj12FejFUysTK,anger,anger,-0.4084,0.7334,1.0
l3970BECiUweOrOnu,neutral,neutral,0.113,0.5063,0.9994
sCDRs1PYWhv6U,fear,fear,-0.3888,0.8456,1.0
yj5UdA4elp8Wc,anger,anger,-0.4437,0.7324,1.0
THsFW222epAJgS4DEM,anger,anger,-0.3963,0.6494,1.0
NMEM8c3x5eC3K,anger,anger,-0.165,0.6189,0.9997
TfdLqA4TsaNoQcyUgk,anger,anger,-0.4585,0.7697,1.0
YO7P8VC7nlQlO,anger,anger,-0.3804,0.7261,1.0
eoK5GIUKwf0tO,fear,fear,-0.3004,0.7602,0.9999
hJ8ISu3zLrHws,anger,anger,-0.4995,0.6429,1.0
uLlFhMKbxgMzm,happy,happy,0.5131,0.7166,0.9998
eBgE4z0u02raxuyUlc,anger,anger,-0.4339,0.7884,1.0
oXCoG04rCxSSs,sad,sad,-0.5443,0.4246,0.9999
RKJFT4mi3o6xW,anger,anger,-0.5326,0.6477,1.0
9rU2rP52gAJEY,anger,anger,-0.4096,0.7594,1.0
95ZYXmOCd9BBK,surprise,surprise,-0.0919,0.8373,1.0
lvAAnpkilO6J2,fear,fear,-0.4623,0.6994,1.0
rIa2LxrCKxMz3oOEtH,anger,anger,-0.4447,0.7831,1.0
likpk3Ek9ycFtade8,fear,fear,-0.3272,0.7737,1.0
l1J9CiCufdrL0JRlu,anger,anger,-0.4025,0.724,1.0
yQUi2PcNBM97NUdYV1,anger,anger,-0.3539,0.6798,1.0
CMXlLAb9onaLe,anger,anger,-0.4134,0.7396,1.0
0lIezs3DUujL3pdMzg,anger,anger,-0.4887,0.7939,1.0
KvjwBg3khErEqoqKwF,happy,happy,0.4156,0.6287,0.9999
13DrdRI2JqdoLC,anger,anger,-0.088,0.7332,0.9999
bfrlODgSLqXxS,neutral,neutral,-0.0507,0.48,1.0
l3mOYRErazETFbX64e,fear,fear,-0.178,0.7176,0.9999
mxQUQbIjXMSwo,anger,anger,-0.497,0.7917,1.0
l3fzT5zFwWu4qaMwM,anger,anger,-0.4986,0.7959,1.0
s4Q3geM5T1XCo,fear,fear,-0.3951,0.6652,1.0
RgfGmnVvt8Pfy,anger,anger,-0.2586,0.7017,1.0
W30fUtuR7aFxuQotfV,fear,fear,-0.3285,0.7782,1.0
AqpK7kiHuXApW,fear,fear,-0.4016,0.7264,1.0
26BRsI63ak8uxsU6Y,anger,anger,-0.448,0.7842,1.0
57IQRWq3eidi0,anger,anger,-0.5385,0.6685,1.0
AnXBiWSsDndBu,anger,anger,-0.4493,0.7389,1.0
9crS20QUA6AdW,neutral,neutral,0.0014,0.6105,1.0
e1BxgoFxAOmbK,happy,happy,0.2113,0.7289,0.9994
xT8qBvH1pAhtfSx52U,sad,sad,-0.1935,0.6091,0.9999
tn0NYX7dJkM3iiztID,fear,fear,-0.3815,0.7453,1.0
qGFKMntShELTy,anger,anger,-0.1483,0.721,0.9997
zk0zTXQY5ukCs,anger,anger,-0.411,0.6139,1.0
l41lSR9xZubfd2Qve,fear,fear,-0.2506,0.707,0.9986
artj92V8o75VPL7AeQ,happy,happy,0.4958,0.7188,0.9999
ls49JzXtumTZDmvgYX,anger,anger,-0.3358,0.6011,1.0
RX3vhj311HKLe,anger,anger,-0.2323,0.6172,1.0
6aAympRF0nU52,neutral,neutral,0.0109,0.5732,1.0
JqEB4KkitGwhPRtC7G,anger,anger,-0.2817,0.6446,1.0
119pLwyWg8ScTK,happy,happy,0.4628,0.701,0.9997
Kerg053G7ZJUQ,anger,anger,-0.4533,0.7575,1.0
TmT51OyQLFD7a,fear,fear,-0.0969,0.7307,0.9997
ChMy4X2DkiLTy,anger,anger,-0.1931,0.6708,0.9996
3o6ozBHlv63ZvZWD28,anger,anger,-0.499,0.7984,1.0
ngBu7pEudTTSU,happy,happy,0.1343,0.6769,0.9998
w0mylo7p4OXUQ,happy,happy,0.4957,0.6893,0.9993
rTIXh5JftLoic,anger,anger,-0.2636,0.6876,1.0
z6HfcxhWSYF1u,anger,anger,-0.2619,0.7283,1.0
H4o0KLMLxlijK7GE8R,happy,happy,0.2306,0.655,1.0
2Xflxzwcpn1eYI03dXq,anger,anger,-0.4647,0.7447,1.0
5xtDarE6xDVfXhudrVK,anger,anger,-0.4961,0.7889,1.0
1RzxeL2PuHYD1pw32i,surprise,surprise,-0.0174,0.7893,1.0
dut5x9NGlzl2Lj9y4d,happy,happy,0.1065,0.7401,0.9998
kfd19XS70QrTQmsw7k,happy,happy,0.6501,0.7299,1.0
lFZKK1pINTGA8,anger,anger,-0.4388,0.7918,1.0
xr9AQyxLtjlx4IeYtN,anger,anger,-0.428,0.7793,1.0
c6DIpCp1922KQ,anger,anger,-0.3922,0.6247,1.0
8UGoPsk9dSkkcQrzT0,fear,fear,-0.3354,0.7488,1.0
Cpb14Pm9exj1UizL5u,anger,anger,-0.4275,0.7651,1.0
ADkxiZJRv89bhLLppW,neutral,neutral,-0.0718,0.4955,1.0
L1K3G4dQK2OPzeCUjW,anger,anger,-0.4443,0.7336,1.0
NLxsMFuJeKCCWzhMue,anger,anger,-0.3573,0.7,1.0
Fv1vjwfOuWc695CYnb,anger,anger,-0.4603,0.7859,1.0
X92pmIty2ZJp6,fear,fear,-0.2447,0.7237,1.0
OCqNtfK51QcsU,happy,happy,0.3866,0.6583,0.9995
xUPGcm3irC17U1FgMo,anger,anger,-0.4973,0.7845,1.0
l0Iy5RLk94fLqaSRy,anger,anger,-0.2616,0.6456,1.0
ZMfZxtLruYiSaJn9vd,anger,anger,-0.2,0.8081,1.0
iDCLcl7D81aYgLLqyc,happy,happy,0.5701,0.6743,1.0
6KoZJly4uLqMg,neutral,neutral,0.0152,0.4789,1.0
4R0iq1atvI2RO,neutral,neutral,0.0938,0.5317,1.0
8N2tPBkltBYY0,fear,fear,-0.3843,0.8097,1.0
XV74ZvGRXcZdS,anger,anger,-0.4997,0.7412,1.0
l1J9u3TZfpmeDLkD6,anger,anger,-0.5056,0.7868,1.0
wYofc4fyCKCsM,happy,happy,0.0345,0.6581,0.9992
Z9zpSoZpmSmPLYOu7Z,anger,anger,-0.4072,0.7262,1.0
ae6m4ljnl69urJ539F,happy,happy,0.396,0.6152,0.9999
l0IxYWDltdHEqujnO,anger,anger,-0.4292,0.6999,1.0
mFSbZpaNaLqqCiowAf,fear,fear,-0.36,0.8443,1.0
XGP7mf38Vggik,anger,anger,-0.2362,0.6507,1.0
O5xChSjqUIxsk,anger,anger,-0.4492,0.7213,1.0
VEzspneHDuo4PQzKc3,anger,anger,-0.436,0.7975,1.0
s4kpsTSwoiFCU,anger,anger,-0.4642,0.7842,1.0
YlJiFggD3eF6yRBa5h,neutral,neutral,0.0087,0.494,0.9921
NAnYvSGZMYenS,anger,anger,-0.384,0.7473,1.0
26ueYUlPAmUkTBAM8,sad,sad,-0.6038,0.3908,1.0
XfQDhhaVjL0wOl9Jkr,anger,anger,-0.2484,0.6766,1.0
92S5gReZGnDgY,anger,anger,-0.4423,0.74,1.0
3o7WIPku0tmvhunqwg,anger,anger,-0.4568,0.7329,1.0
1BGBpw9shhfjDCgnaY,anger,anger,-0.2609,0.6487,1.0
7NHM19prcKWic,fear,fear,-0.3688,0.7813,1.0
26tnjjQQRqPbwDxdK,anger,anger,-0.3214,0.7308,1.0
UqUJhrD0om73q,anger,anger,-0.1551,0.7728,1.0
13iiF5KX8sG4fu,anger,anger,-0.4493,0.7838,1.0
qiiimDJtLj4XK,anger,anger,-0.4177,0.7895,1.0
sK7GsXcQhIAjC,anger,anger,-0.2244,0.6493,1.0
cm5lcHtT4QW8XCL42S,neutral,neutral,-0.1143,0.5009,1.0
adikIKGu30u6A,anger,anger,-0.414,0.7355,1.0
xUA7b1NUvM5HhjU6GI,anger,anger,-0.4236,0.7419,1.0
JtLrtaN4VPoKXJRKGB,anger,anger,-0.4528,0.7331,1.0
8BMaLLBlUdNx6,anger,anger,-0.3627,0.7001,1.0
K5GBJMiko9RJe,anger,anger,-0.4507,0.7221,1.0
3o7abIileRivlGr8Nq,happy,happy,0.5561,0.7442,0.9999
WNs0uptipSG40,anger,anger,-0.3549,0.7682,0.9999
nzFhajbsYJhDO,anger,anger,-0.3801,0.7425,1.0
nbKKMfmeDknzq,anger,anger,-0.4781,0.7568,1.0
l41YblS924efkwweY,anger,anger,-0.3598,0.6825,1.0
FvwrVGfHj0P2E,happy,happy,0.4437,0.7051,1.0
CkYl1qlzkxPRbklfXx,anger,anger,-0.4352,0.7785,1.0
3og0IDK0Ma3Ip051UQ,anger,anger,-0.4358,0.7363,1.0
3CaXVSTqmtCLe,anger,anger,-0.4738,0.7858,1.0
GB7AfEnRyAPcI,anger,anger,-0.3593,0.7009,1.0
JRhS6WoswF8FxE0g2R,anger,anger,-0.4261,0.7047,1.0
HsGvB8tdhVVC0,neutral,neutral,-0.0528,0.5051,1.0
l3q2PZSVUUEsajBIY,happy,happy,0.1429,0.6022,0.9956
n7TyooZtZn3Ko,anger,anger,-0.4943,0.7881,1.0
yrJ55WhtAoXVC,anger,anger,-0.4921,0.784,1.0
l0ErWnkLjegNB5LlC,anger,anger,-0.3484,0.7747,1.0
5FKNjm8Ru327u,happy,happy,0.2664,0.7081,0.9992
11ahZZugJHrdLO,anger,anger,-0.4256,0.7878,1.0
7wVFzrFY35eNd6wAPu,fear,fear,-0.4256,0.8532,1.0
CFt9n1NuLruzxmGA1T,anger,anger,-0.4298,0.7564,1.0
R4WLhTWmeVz2njVBE8,anger,anger,-0.345,0.7116,1.0
I3EsiEPZWgpqg,anger,anger,-0.064,0.6941,1.0
3o7aDgXW5RqEDH7Bo4,happy,happy,0.5314,0.7477,0.9997
RX7N03MEUafW8,happy,happy,0.4742,0.7227,0.9999
pPzjpxJXa0pna,happy,happy,0.1742,0.7086,0.9999
dIBzteMy7M5H6iy7CX,anger,anger,-0.326,0.6585,1.0
dYZuqJLDVsWMLWyIxJ,anger,anger,-0.3301,0.7709,1.0
eGxkm7b2hzDfkNvjo7,neutral,neutral,-0.2205,0.4952,0.9991
l41YAbDsTJXKANjmE,anger,anger,-0.348,0.7254,1.0
xT9IguC6bxYHsGIRb2,anger,anger,-0.3646,0.7042,1.0
vRMeuEqeGPAir22qdI,happy,happy,0.3326,0.6402,0.9994
etAzhFDYk0RmnuyfOP,anger,anger,-0.3905,0.7228,1.0
3ov9jWu7BuHufyLs7m,happy,happy,0.6048,0.7203,1.0
8cj4IlAF1lFj1PGJ9L,neutral,neutral,0.0024,0.4609,1.0
3o6vY59s91hWsxASYM,happy,happy,0.355,0.6184,0.9998
EMHTwKXYU3myAyNCsE,anger,anger,-0.3036,0.6473,1.0
GWD5nSpiHxs3K,anger,anger,-0.5045,0.7712,1.0
3oFzmpTTfofGroPw40,anger,anger,-0.4563,0.7701,1.0
GgrMkQeKaZkUbZFkSC,happy,happy,0.375,0.7239,0.9998
EiZQwKjFPDrYFnzrhA,happy,happy,0.5594,0.717,1.0
T9fHnACJJq8Ba,anger,anger,-0.5019,0.7901,1.0
8Zhxy5fEvQoIa8uTTl,anger,anger,-0.3914,0.7044,1.0
xo6QL3gjGMimA,anger,anger,-0.0801,0.764,1.0
l2SpRNbTawgpLXxmM,surprise,surprise,-0.0161,0.7916,1.0
ule4vhcY1xEKQ,anger,anger,-0.3996,0.7386,0.9962
yiXUxfMnJgdfW,anger,anger,-0.4442,0.7415,1.0
fiyQQLci4d1w6Njojo,anger,anger,-0.4341,0.8012,1.0
iutnlV1Jd7rm4NQkp5,neutral,neutral,0.0813,0.4988,0.9995
l4JyKze7cI3BnusAU,anger,anger,-0.5085,0.7575,1.0
CgueQ55XydeE0,fear,fear,-0.3726,0.7572,1.0
NktFjqntkZQbe,fear,fear,-0.2162,0.792,1.0
MdqE46HziuFJTlIwjw,anger,anger,0.0117,0.7042,0.9999
BYG86QlGgaHvy,anger,anger,-0.3773,0.7654,1.0
3o6Zt7rKEAMus2HaFy,anger,anger,-0.5104,0.7544,1.0
6wgSY1hbP38mk,happy,happy,0.4462,0.6646,1.0
FWtVYDHIxgGgE,sad,sad,-0.5419,0.4423,1.0
3o7TKrEzvLbsVAud8I,anger,anger,-0.4569,0.8063,1.0
3o752gZdDHjObx309W,anger,anger,-0.2018,0.6378,1.0
nnFwGHgE4Mk5W,happy,happy,0.2581,0.6413,0.9997
y2i2oqWgzh5ioRp4Qa,anger,anger,-0.4361,0.7313,0.9999
6xE1FNcorRInS,anger,anger,-0.3306,0.6763,1.0
TL2Yr3ioe78tO,anger,anger,-0.5248,0.7228,1.0
VfliUytoL7VDFMgc8J,fear,fear,-0.3015,0.6136,1.0
1RlnA9XAzinKw,sad,sad,-0.3898,0.4542,0.9995
3ohc18sHy1xW3UEHD2,anger,anger,-0.3975,0.7185,1.0
4jOqk3ChYjQSk,anger,anger,-0.5035,0.7927,1.0
qiPJ5kow5KOT6,anger,anger,-0.3812,0.7192,1.0
l2JejWfADXBTyD0Gc,anger,anger,-0.4987,0.8018,1.0
l3mZcxZKIQemTeT9S,anger,anger,-0.2091,0.7251,1.0
hvGKQL8lasDvIlWRBC,fear,fear,-0.4327,0.7972,1.0
fsQbx1hX7hPBBpIM5b,happy,happy,0.4608,0.731,1.0
zFiwp2vCyjLA4,anger,anger,-0.3813,0.7224,1.0
kPAEHt9MwTznulisFO,fear,fear,-0.262,0.7822,1.0
xT4Apvuo4QoOX1gzEk,anger,anger,-0.3172,0.7193,1.0
gFEnJVbIbFOoy6AdEW,fear,fear,-0.3522,0.7955,0.9994
kC9GYuOatgjBK,fear,fear,-0.4691,0.6922,1.0
xHMIDAy1qkzNS,happy,happy,0.5769,0.7198,1.0
aWPGuTlDqq2yc,surprise,surprise,-0.095,0.8223,1.0
BpUyQXwCWbLOw,neutral,neutral,0.0313,0.5581,0.9993
4XSc0NkhKJQhW,happy,happy,0.4108,0.6383,0.9999
EOfarA6ZUqzZu,anger,anger,-0.4537,0.7302,1.0
10khKaHKOP2mZ2,anger,anger,-0.1473,0.711,1.0
4NvjhYmnIto1H2KHdn,neutral,neutral,-0.0574,0.5165,0.9999
URwB72Mddns3JteyAJ,anger,anger,-0.4128,0.7191,1.0
U1aN4HTfJ2SmgB2BBK,anger,anger,-0.5009,0.7704,1.0
136IvPaw6X0Pu0,neutral,neutral,-0.0473,0.4688,1.0
IFgABm1wXPePm,fear,fear,-0.2283,0.781,1.0
1driVoIBx9e9DKStSn,neutral,neutral,-0.0486,0.4916,1.0
3o6wNKjI7XkipBHUjK,happy,happy,0.4056,0.6411,1.0
ZAckOMVbv7Jba,anger,anger,-0.3634,0.7403,1.0
hQKiGV6MG8WmsHg2yx,neutral,neutral,-0.0763,0.6223,0.9947
lReVblhSRtxXtfK81w,neutral,neutral,-0.058,0.5005,1.0
dC9DTdqPmRnlS,anger,anger,-0.1282,0.6888,1.0
l2SpUoAPo0CBOkyxq,anger,anger,-0.4267,0.5883,1.0
fr0a9Np0PlcJTVevU5,anger,anger,-0.3092,0.6146,1.0
jtjE8nlQusHxctfpym,neutral,neutral,-0.0287,0.4736,1.0
3o7TKSlLGOXZGOfmes,anger,anger,-0.4927,0.7939,1.0
X7ZwOPolFvLzgCYqh0,neutral,neutral,0.0101,0.5091,0.9986
Mb982GyECVbJnxdpYx,surprise,surprise,-0.0912,0.7659,1.0
ILV8xetoPJO92,neutral,neutral,-0.2341,0.5325,0.9999
IYZyJmO6YNqaQ,anger,anger,-0.4502,0.7488,1.0
1yjZXySg7tSohpcmUM,anger,anger,-0.255,0.766,0.9999
GW10shdM3oXok,anger,anger,-0.4739,0.7857,1.0
44ei3XfbW7y4U,anger,anger,-0.2142,0.7621,1.0
MPgvQBm1RzuTu,fear,fear,-0.4213,0.8205,1.0
Kwi0Iu9MxxOgg,neutral,neutral,0.0109,0.5732,1.0
bEIQpE3d1sENO,anger,anger,-0.4908,0.7009,1.0
vqKlNf8jpBB7O,anger,anger,-0.4077,0.6276,1.0
iOGROlDst8AKOfs2ix,anger,anger,-0.2742,0.6718,1.0
l2JdWLBjqum1TPWww,anger,anger,-0.2967,0.6475,1.0
eenzqB2MsGKbK,anger,anger,-0.4316,0.749,1.0
cM2CN5U99VVWdDGcSA,anger,anger,-0.2419,0.6749,1.0
bmD6OODe9XEaY,fear,fear,-0.4273,0.6768,1.0
j6ZlX8ghxNFRknObVk,sad,sad,-0.4649,0.4954,1.0
1wpN6QTRgOJf9bAbej,happy,happy,0.4141,0.6997,1.0
VJ5pkHokJgV78qy70E,sad,sad,-0.137,0.5892,0.9999
RlO3bvMJyz3L4vGKsx,surprise,surprise,0.0756,0.7432,1.0
4dL4eV4pNb3MY,anger,anger,-0.3038,0.6848,1.0
FSoLt5lDqHlHq,fear,fear,-0.2843,0.6594,1.0
XbxZ41fWLeRECPsGIJ,happy,happy,0.5752,0.7111,1.0
3o7ZeCi0yTgb9AqXFm,happy,happy,0.4803,0.6794,0.9999
3oKIPa2TdahY8LAAxy,anger,anger,-0.4747,0.7758,1.0
NUtcx8VzmyuCR8Xi1i,anger,anger,-0.389,0.6089,1.0
M4iOAkEAPwAnK,fear,fear,-0.4793,0.7338,1.0
eSQiwbVrb7Nmg,anger,anger,-0.5049,0.7962,1.0
lnOG1o6Cdc3kKjuray,happy,happy,0.502,0.6705,1.0
sNGnnd0ddePJe,happy,happy,0.3893,0.6304,0.9958
acIy5aKe4nryg,anger,anger,-0.3116,0.7264,1.0
MccXoMrOhrpRe,happy,happy,0.4999,0.7191,0.9997
NqTEcXRkkyh5m,neutral,neutral,0.0366,0.5165,1.0
TdfyKrN7HGTIY,happy,happy,0.5745,0.7023,0.9996
Q87XzlKSuHqnT2FEHE,anger,anger,-0.398,0.7132,1.0
EjSdgzfwABHoI,neutral,neutral,-0.1616,0.5611,1.0
j9KYEf8WA1pxC,anger,anger,-0.4949,0.7929,1.0
af34tVk53Li4E,anger,anger,-0.4019,0.7351,1.0
iJc8fraqaofWo,fear,fear,-0.2843,0.7753,1.0
