giphy_id,qwen8b_dominant,moss_dominant,sentiment,arousal
xiAqCzbB3eZvG,fear,anger,-0.3299,0.7211
frBkZkz9tepdTOhsTY,fear,neutral,-0.0258,0.4855
3owyoUHuSSqDMEzVRu,fear,anger,-0.4359,0.6609
T1WqKkLY753dZghbu6,disgust,anger,-0.4898,0.6468
JmVcakKIdojgpBC2iw,fear,happy,0.4844,0.7446
pYRYdnMICWmti,fear,neutral,0.0765,0.5983
godMk62fXqpgY,fear,neutral,-0.2849,0.5844
spfi6nabVuq5y,disgust,anger,-0.4794,0.7443
yoJC2B1sHdXJjPTnEs,anger,sad,-0.3735,0.5771
916t1VsCg2qoo,,neutral,-0.2091,0.5405
B2gjQBPiMz5OWmGGtd,disgust,neutral,0.1773,0.6115
DrJm6F9poo4aA,disgust,anger,-0.3851,0.6512
XfT1Xb2O2ShHy,disgust,neutral,-0.1152,0.6618
vyTnNTrs3wqQ0UIvwE,fear,anger,-0.4569,0.7689
l2JhL1AzTxORUTDlC,fear,anger,-0.1775,0.7209
Xb9q0u6s1fogE,,neutral,-0.1462,0.5893
3oz8xtd06ZcBwP4yFW,fear,neutral,0.1028,0.6203
VB5WwlZIt8eRy,fear,anger,-0.3224,0.6361
3o7TKpGT1RLRHlP7s4,anger,neutral,-0.1185,0.5244
3kACvwjyzgOdqE3GWT,fear,anger,-0.2973,0.612
UDjF1zMreMld6,fear,neutral,-0.1164,0.5546
p39qWGHTpfY0o,fear,neutral,-0.2151,0.6134
dmcQ75lZdh4Hu,fear,anger,-0.3745,0.7384
PSxPL6jjDnpmM,fear,anger,-0.1328,0.6453
GJVpbMjfT2Ftm,fear,neutral,-0.1459,0.5413
LSQjPniAHL31zPrXB0,disgust,neutral,0.0464,0.5535
BVSMbtX5ZRGqwnCQnX,disgust,neutral,-0.0449,0.5338
RLbVBYIRHSEAhLUY83,fear,anger,0.0135,0.7359
bICQ9RDUI2JGM,disgust,neutral,0.0409,0.5184
l3V0lsGtTMSB5YNgc,fear,neutral,0.1612,0.5303
BY8ORoRpnJDXeBNwxg,disgust,anger,-0.3853,0.5815
LwPL5COt330VW,fear,neutral,0.2854,0.599
3httMSE1V6YBqWGJYj,surprise,neutral,-0.172,0.5843
kR6jwhI4fGN4OeRvp1,anger,sad,-0.4001,0.5081
ZpHo8PxOtUTU4,disgust,neutral,-0.1042,0.5585
WWnyPSQDjQDIc,happy,neutral,0.0173,0.6189
3HGJ1r2dDSyk82QfVv,fear,anger,-0.2426,0.6891
GKliD9i20iP8k,anger,sad,-0.5226,0.6134
13Cmju3maIjStW,,fear,-0.3733,0.7877
cfuL5gqFDreXxkWQ4o,fear,neutral,-0.0117,0.4852
eaECZB7V6GACc,fear,anger,-0.4746,0.7884
bAftZ12SC0uEjLndIh,fear,anger,-0.2255,0.6286
RK9havaWZzZy9US10A,fear,happy,0.3194,0.6661
Km3veWaZ6Drzi,fear,neutral,-0.0919,0.5087
VbnUQpnihPSIgIXuZv,disgust,neutral,0.0133,0.4927
NMSv7V3QFUoF0ZLlkr,,anger,-0.4447,0.7639
xUPGcEw56dJj3fJFJe,fear,neutral,-0.0493,0.5452
nV92wySC3iMGhAmR71,fear,anger,-0.0113,0.7428
15aGGXfSlat2dP6ohs,disgust,anger,-0.2065,0.6598
AUYhIMdGrg23e,fear,neutral,-0.0917,0.5427
3rgXBOmTlzyFCURutG,fear,happy,0.5398,0.7193
Wn74RUT0vjnoU98Hnt,fear,neutral,-0.013,0.5155
1tyxlEXJmyLxqpdMc2,fear,neutral,-0.1202,0.5608
Ae7SI3LoPYj8Q,fear,anger,-0.0917,0.7363
X72n4nm6I06g8,fear,neutral,-0.075,0.4831
Jlt69Ka6SwtH2,happy,neutral,0.093,0.6449
3o7aDf4EepHQdQvcnm,fear,neutral,-0.0199,0.5315
12WgrmWEDsKN7q,happy,neutral,0.104,0.6057
tZyxxR4lUIRnTgIzl9,fear,neutral,-0.1778,0.5411
qml7DrbfkXPCU,fear,sad,-0.4562,0.507
spHCUbRqG4cjS,happy,anger,-0.224,0.6503
oGO1MPNUVbbk4,surprise,neutral,0.062,0.5713
gf5lHEzYVU8DoVVlhs,fear,neutral,-0.2243,0.5175
DeobURBiyoMRFO4GqD,surprise,happy,0.3799,0.6641
KZSpViVNAsf3ISujrS,fear,neutral,0.0691,0.609
l0MYMeHmXIweyrmO4,happy,anger,-0.0809,0.7226
l2Sq29cFXoF80ADlK,surprise,neutral,-0.0161,0.6567
YUHWYvPAd3XUmD3IUO,anger,neutral,-0.1602,0.5773
brHaCdJqCXijm,fear,happy,0.3737,0.6498
gVoBC0SuaHStq,anger,neutral,-0.0992,0.5385
4FUBiv8zgxezS,anger,neutral,-0.1693,0.6612
3ohze3kG5qO9DcTUbe,disgust,neutral,-0.149,0.5732
xUOwGdA2o7E4TPJICQ,fear,happy,0.158,0.7751
l2SpKF3z2hbcrRdkI,fear,anger,-0.4223,0.7376
gon7xnY40H3tfi23Fv,happy,neutral,0.3169,0.5971
ehJ4vNWRhinhMMvLxp,disgust,anger,-0.2436,0.6747
mh7DKz8UhQQGk,fear,sad,-0.5626,0.5196
xxLszVeawO8zS,fear,anger,-0.1349,0.7142
3ubqmFn2F7ytq,fear,anger,-0.3238,0.6679
R8bcfuGTZONyw,fear,anger,-0.2917,0.6787
9Vrv7XpUmgK4N9Rcy4,happy,neutral,0.2165,0.5514
PtdOBG0BD9Vvi,fear,happy,0.2504,0.7078
26vUSsA7qFftHrgCk,fear,neutral,-0.0721,0.5689
Yrf4iFfPhuoj10lEBf,fear,neutral,-0.0215,0.468
l0HTYUmU67pLWv1a8,happy,neutral,0.2657,0.6037
xT5LMRMGxjCAX5LaGQ,fear,neutral,-0.0729,0.6059
4Tkagznwgrv6A4asQb,happy,neutral,0.0876,0.5015
A9grgCQ0Dm012,fear,anger,-0.2902,0.7231
3ohhwgmWRebr8jTO24,fear,anger,-0.3418,0.651
VJ2B0I6t2HEUE,fear,neutral,0.0923,0.6166
T9YdDlG5gHj6U,fear,neutral,-0.1479,0.6254
6iqC9RMzopnjO,fear,neutral,-0.0898,0.5748
UAmdO9mDnFJCllRisF,fear,happy,0.3457,0.6501
BKqoHeHlbcRvW,fear,neutral,-0.1714,0.6608
OcOAlmaKKB0ze,anger,neutral,-0.1298,0.6124
aOPINgmqpVXNK,fear,surprise,-0.174,0.7405
3IR7QlN4MfvvW,fear,sad,-0.4694,0.5897
oCnqvqgc1H1Ac,fear,neutral,-0.12,0.5531
Z9OGuQyrfHAE8,disgust,anger,-0.2257,0.6726
fBM4ruLmB2pZHsgwtQ,fear,anger,-0.4554,0.6764
Z5eFxoKjf218c,fear,anger,-0.3543,0.6777
lrc1TZHRYxj7lGM3Vg,fear,neutral,-0.164,0.5598
pFZTlrO0MV6LoWSDXd,fear,neutral,0.078,0.5714
NThEU4CNcuw4HNEBjR,fear,neutral,0.1869,0.571
12zgyJya7QwQKI,fear,anger,-0.096,0.6621
51Uiuy5QBZNkoF3b2Z,fear,surprise,-0.1652,0.7829
CkKg32KdKyMve,anger,neutral,-0.275,0.5752
4QFAH0qZ0LQnIwVYKT,anger,neutral,-0.259,0.6021
4TMqcN59kg3Yc,fear,anger,-0.3816,0.8102
Az9OGzoLHklFe,fear,neutral,-0.2011,0.5341
IedrY2VP5IO5ivDQAD,happy,neutral,-0.0124,0.4888
c793Kq1vwkss8,fear,neutral,-0.1855,0.6436
ZfK4cXKJTTay1Ava29,disgust,neutral,-0.058,0.5661
kFgzrTt798d2w,fear,anger,-0.4467,0.6893
xTkcExjXuOJj69fVv2,fear,neutral,-0.0641,0.4948
jUwpNzg9IcyrK,disgust,neutral,-0.0846,0.5432
3xkNUy3Vh8QbPmJZjK,surprise,happy,0.2024,0.6905
8rFgzA7aBR0aomiOMj,fear,anger,-0.2224,0.7607
3o72EY1qUVrnHw5vnW,anger,neutral,-0.1091,0.5478
zJA5yw4qlvmaA,fear,anger,-0.463,0.79
l2JhOVyjSHGejoXXq,disgust,anger,-0.3614,0.5829
swpCsxJSgSCxq,fear,anger,-0.2521,0.7583
ITUN5MayY4XLvAzhoc,fear,neutral,-0.1925,0.5839
3og0IHyZMxZNkNOWT6,fear,anger,-0.4642,0.6927
3oKIP71oD2Sdr66mYg,fear,anger,-0.3345,0.6385
8vOmDCcVfSIG4,disgust,sad,-0.3703,0.5076
XGn6xLsliW1dLnQY92,fear,anger,-0.367,0.6939
3EiNpweH34XGoQcq9Q,disgust,neutral,-0.0652,0.5777
fTtQ3j1q9RHHuR8Uh3,fear,neutral,0.1292,0.5916
wyOuDJ2bJoEnu,anger,neutral,-0.1311,0.5796
i5wNCqyMzY2Oc,fear,happy,0.2357,0.6569
xT8qBhrlNooHBYR9f2,fear,neutral,-0.0448,0.5565
ap3pWLoXFDweonps9D,fear,anger,-0.4078,0.7467
mxS35oXzrRWQLn0c81,anger,neutral,-0.0686,0.4997
UGGe8BBrkuAUM,fear,anger,-0.3113,0.6416
OFVSMgITvTQSsHcvCe,fear,happy,0.3205,0.6679
A7glKaSuRNd5lN0dJU,anger,happy,0.2193,0.6829
QxwDfOV4sAfounkNsG,surprise,anger,-0.0592,0.7035
3osxYcwi3hCVbzNYqY,fear,neutral,-0.2488,0.6045
pCO5tKdP22RC8,disgust,neutral,-0.2581,0.6036
rbsL67KdPgYVO,fear,anger,-0.2368,0.6407
xT0GqssRweIhlz209i,anger,sad,-0.4615,0.5465
eqLowZa79LwOI,fear,neutral,-0.1182,0.6347
l4Ki6oZ4oPrrgLl9m,fear,anger,-0.4576,0.7856
iSKFtpF2HzneE,disgust,happy,0.1822,0.6275
cO39srN2EUIRaVqaVq,fear,anger,-0.2514,0.635
uFyxi4tV0NF7AKvysO,,neutral,-0.0501,0.5009
Wn6dI709QqqJidc5oi,fear,neutral,-0.2031,0.6124
GB4N7W7OP5iOk,fear,neutral,-0.0396,0.5735
Lr3UeH9tYu3qJtsSUg,fear,happy,0.5166,0.7483
U4jM3IeIVd6VOyeLa7,fear,neutral,-0.0735,0.4922
RtXueZ1RxcBna,fear,neutral,-0.1734,0.5864
9u514UZd57mRhnBCEk,fear,surprise,-0.0889,0.8418
XZVYAstOMLUDndgFPS,,neutral,-0.0233,0.5664
PaiePPzQ8AtCU,fear,neutral,-0.0471,0.5989
l378b59fSuMV12tzO,fear,neutral,-0.2084,0.6606
crQe212qPHGfu,fear,neutral,-0.2161,0.5941
sEms56zTGDx96,fear,anger,-0.2759,0.7444
KyyJRhwZClyEM,fear,neutral,-0.1272,0.6597
4ZrFRwHGl4HTELW801,disgust,anger,-0.3439,0.7744
HcmgjlrPVKr6w,fear,anger,-0.3048,0.6775
hLUiXoGKNIVb2,fear,sad,-0.5593,0.5383
kXa6snIv0QR8VilXTb,fear,neutral,-0.2862,0.5802
XdUMiySExIdwvsPOpP,fear,anger,-0.2145,0.7617
DfdbTJZx6Yjra,fear,anger,-0.3497,0.7277
Lopx9eUi34rbq,fear,anger,-0.3065,0.781
tdnUaMuARmi0o,disgust,neutral,0.1264,0.5428
ycagKBYEmaili,fear,sad,-0.2541,0.6395
TcKmUDTdICRwY,anger,neutral,0.2089,0.6239
13NaYABDVhT7a,surprise,anger,-0.3219,0.7433
1kfhoNWKY94uLGX2kO,disgust,anger,-0.3143,0.7457
5fBH6z8aMV1RbA4FaSc,fear,happy,-0.0677,0.664
Ql5voX2wAVUYw,anger,sad,-0.4224,0.5649
xThtatVgZVprKd3UEU,fear,neutral,-0.2774,0.5869
emR6Upn5la4hO,fear,neutral,0.0012,0.5259
dARBobpMMCXTO,fear,happy,0.299,0.6751
ZRiMLJWIzQ3kc,fear,neutral,-0.0599,0.5605
rzKSHEMN0lVkc,anger,neutral,-0.1538,0.5805
pUeXcg80cO8I8,happy,neutral,0.2646,0.6257
fnK0jeA8vIh2QLq3IZ,disgust,anger,-0.4774,0.7455
RFmjTxTo50pkQ,,neutral,-0.067,0.4872
Y5wlazC8lSVuU,fear,anger,-0.3684,0.7053
I1r5jpUvdGra8,fear,anger,-0.2526,0.6422
3dhBaH8VO2JRsIlvoR,disgust,anger,-0.1758,0.7117
10UUe8ZsLnaqwo,disgust,neutral,-0.3011,0.5671
14wvv11LhZRb6o,fear,neutral,0.0704,0.5483
1hMhlrWWfXU77iYnBB,fear,anger,-0.4417,0.6875
4nhjUdxCGjsDm,anger,neutral,-0.1382,0.581
XenWVVdSzaxLW,fear,anger,-0.1073,0.7482
1hMhl5fpuLldDqj0Ey,anger,neutral,0.0337,0.6108
3orif7aLUehOfdmlXy,fear,anger,-0.3184,0.6584
KyS5Ilk5RR5ygeipqi,fear,neutral,-0.0383,0.5021
Vhk9HwPx3TO0w,fear,sad,-0.5287,0.5014
p3Tlnu6jY1cNq,fear,anger,-0.3593,0.6868
l2SpXyO9TOJCrCbo4,surprise,happy,0.109,0.7815
dXFKDUolyLLi8gq6Cl,anger,neutral,-0.1093,0.5252
dtHSULwMPmBaVMB8Pu,fear,neutral,-0.0525,0.5252
26BRL3pw98MWNOy0U,happy,neutral,0.127,0.5822
PnDRNekrgtHh5jXMna,disgust,neutral,0.1796,0.5588
IhPXkHVji28ACMNEnG,fear,neutral,-0.14,0.5132
KGSxFwJJHQPsKzzFba,anger,neutral,-0.2312,0.5825
l0HlPystfePnAI3G8,disgust,neutral,-0.0199,0.5548
kaBU6pgv0OsPHz2yxy,surprise,anger,-0.2628,0.6786
cgh25bl5dgK3u,anger,neutral,-0.275,0.5752
cluPrSA0N3zmxmwhq3,anger,neutral,0.0407,0.5394
bP0y34GHtOzp6,fear,anger,-0.4846,0.7852
DGZVi7pqVq7rq,fear,happy,0.3469,0.6944
QyVRW5Rze7zWeDpaim,neutral,anger,-0.3082,0.6844
KEf7gXqvQ8B3SWnUid,happy,neutral,0.2547,0.5989
YSfb5vx87BpAU1P9MG,anger,neutral,-0.1167,0.5409
rjkJD1v80CjYs,fear,happy,0.0888,0.7431
jAaZrqnaxchHy,disgust,neutral,-0.1844,0.5887
wrBURfbZmqqXu,fear,neutral,0.1596,0.5852
icuYWSF0OqvRu,fear,happy,0.1122,0.6554
h26R1JMxiqYpwp0rkF,fear,neutral,-0.1566,0.5115
YTRUPHI7fXK6s,disgust,happy,0.3952,0.7231
26BRwW3ckGjcZmsxO,disgust,neutral,-0.0174,0.6169
3oAt2dA6LxMkRrGc0g,disgust,neutral,-0.1028,0.5473
13aSSyJaI5NkTm,disgust,neutral,0.1328,0.5832
Js77KmSnJPfSj9D5qj,,sad,-0.6222,0.3829
1dMNqVx9Kb12EBjFrc,fear,neutral,-0.1051,0.5559
3ohhwH6yMO7ED5xc7S,disgust,anger,-0.4629,0.606
tJeGZumxDB01q,disgust,anger,-0.4877,0.7758
XHTuwW3v4O8NLAek2T,fear,neutral,-0.2611,0.6737
3o6ZtihIv0pJqdp3H2,fear,anger,-0.4598,0.7719
2gtoSIzdrSMFO,,neutral,0.1293,0.6029
VdWnBa31M6BeY1Iv11,fear,happy,0.2206,0.672
mv7FcziOrIp6o,surprise,neutral,0.054,0.6178
mguPrVJAnEHIY,fear,happy,0.1694,0.6443
lPuW5AlR9AeWzSsIqi,fear,anger,-0.3378,0.7111
kyLYXonQYYfwYDIeZl,fear,happy,0.4246,0.6788
hv53DaYcXWe3nRbR1A,fear,sad,-0.3785,0.5447
3oz8xZvvOZRmKay4xy,fear,surprise,-0.1885,0.7006
2rFFoZpkvkrFm,fear,anger,-0.4174,0.7659
MuHJcSI9ySLsrNo59Q,disgust,neutral,0.099,0.549
CK0Eg2ymtfzTO2yVJD,fear,anger,-0.3171,0.7687
Qc8GJi3L3Jqko,disgust,anger,-0.2744,0.7017
8qABb3dgjun8PdNirg,disgust,neutral,0.0734,0.5491
8OJdqYqN1Nii3UTD6l,fear,happy,0.1107,0.6011
3q3QK6KyDVUBzih7hB,disgust,neutral,-0.1336,0.4889
l41Yjxgri1j9ttpn2,fear,happy,0.1744,0.6714
qW76IdtQdCJPi,disgust,neutral,0.052,0.5627
l0Hlzvj7HJphrudLa,disgust,neutral,-0.2048,0.506
l1TJVLJM0hfnGJjE4t,fear,neutral,-0.0753,0.5165
5xtDarug64SUy2DbT3i,fear,anger,-0.2607,0.649
11z8mwhw0jxQiI,fear,happy,0.2096,0.6312
FewWnPgdsApO,,neutral,0.0504,0.5605
12XDYvMJNcmLgQ,fear,neutral,0.1076,0.6249
26gsjCZpPolPr3sBy,happy,neutral,0.2129,0.6064
QuTOdlwvMl5lHKbpRC,anger,neutral,-0.0522,0.5738
C0NhnyKT89QdO,,neutral,-0.0528,0.6049
4SQMqhWzUA0Fi,disgust,neutral,-0.0754,0.6422
AcfTF7tyikWyroP0x7,fear,neutral,-0.0872,0.5698
4baoNZ5Qo8dX2,surprise,anger,-0.458,0.6229
nm53RKtqcczp6,,anger,-0.2721,0.6526
l1mWVtaB64CotWaNck,anger,neutral,-0.2154,0.6376
J67tc7pMoTrRlkUikG,fear,neutral,0.2537,0.5901
26xBRiIYbyjCzYMAU,,anger,-0.1549,0.6171
3o6Zthqgss4W4klvZC,fear,neutral,-0.2794,0.6437
50i6YRZxEiqkM,fear,anger,-0.2701,0.6297
4ZmwJKGWIs6uE4oYsl,fear,neutral,0.131,0.6184
4EF5LwiRfpBKQUOsoF,fear,neutral,-0.3109,0.564
W12WAzuqod9VS,anger,happy,0.432,0.7242
iH2IldVkqeLuJ7eJ0L,fear,sad,-0.3676,0.5661
YqzaEZyLiJXl5MBBZh,anger,sad,-0.6251,0.3712
gBW8Qgfaa2ije,fear,anger,-0.356,0.7069
l2JhpjWPccQhsAMfu,fear,sad,-0.4931,0.5943
mpB75VlHUWWmIX3WbN,disgust,neutral,0.0017,0.49
tj5v01sQumzCg,fear,neutral,-0.1065,0.5238
rTC4zW9bTu5uPwdqsO,fear,neutral,-0.181,0.6382
juRsmsnhUQJs4,fear,anger,-0.4767,0.7697
dL5qLAlhMn3va,fear,sad,-0.4257,0.4665
FMJIaIm1CWbss,sad,neutral,-0.0116,0.5242
6uGhT1O4sxpi8,fear,neutral,-0.2367,0.6005
SXrHiYiKZOCrhH2zbx,fear,sad,-0.6139,0.3995
FWZ1OyaAtsnQs,disgust,neutral,0.0592,0.6562
2wgWdnnajgQIyjvnNy,happy,neutral,0.1731,0.5921
WnIk1n6ZjGLJoPIj17,fear,neutral,-0.1049,0.5364
Y6yRfR88rvP44,happy,neutral,0.1741,0.6237
rNgT8P8pL3dn2,anger,neutral,-0.1659,0.5684
YskWGYGHInKhYK630B,,neutral,-0.1411,0.5618
aq6Thivv9V9lu,anger,sad,-0.5503,0.577
Zrq2FgRy6w1eU,fear,anger,-0.4853,0.7532
l2YWhOEwfSAnJNJEQ,fear,anger,-0.3299,0.6708
l3nWsk8Baqk1cJNVS,,fear,-0.3098,0.7495
LXfpI3nNbfCm91llsA,fear,neutral,-0.0371,0.5713
YEL7FJP6ed008,fear,anger,-0.3248,0.7735
E2UlE5Of9zEjK,fear,anger,-0.3767,0.6215
CyIkFYHRZYkHS,fear,neutral,-0.0169,0.5185
2dQ3FMaMFccpi,disgust,neutral,-0.2111,0.628
rmi45iyhIPuRG,disgust,neutral,-0.1841,0.5386
wuNm0Y6erUpJ6,disgust,neutral,-0.0945,0.5122
elz0eJtRtXXt18uFju,fear,neutral,-0.2419,0.6604
l2RdUvClCHDTvNnU2j,,neutral,0.0247,0.5027
dCFjd3noTEMJQb70ei,happy,neutral,0.0617,0.5428
qMglJBxVpN6fJgtV5c,fear,anger,-0.3862,0.7237
uk4Va5MkRp2bfkOk6f,happy,neutral,-0.115,0.5246
ZCU3YxmmD8lh6savbB,fear,anger,-0.2706,0.6657
h1uchvpmq4h3NiBhG1,fear,happy,-0.0079,0.7287
YqaqeODWhsbK0,,happy,0.5066,0.723
TIHzMj6YXRNCvmPkRw,fear,neutral,0.2395,0.6285
1guRIREY9aVoblYv5gA,anger,neutral,0.0137,0.5372
11rIergnpiYpvW,fear,happy,0.2432,0.7393
Ls6ahtmYHU760,sad,neutral,-0.0954,0.5692
PkRR4FkS5T43fo5Btn,fear,neutral,0.2096,0.5482
gQ2fLEOtl4F5m,happy,neutral,0.2465,0.6006
xUOwGgxZLBmqB87sic,,neutral,-0.1466,0.549
naUurBjhtVU4,disgust,anger,-0.1745,0.6516
kEKcOWl8RMLde,fear,happy,0.2499,0.6619
fDzM81OYrNjJC,anger,sad,-0.4571,0.5606
HUbUlOuDee8bC,disgust,anger,-0.4921,0.77
ODofCyJUSRoDBH8lKe,happy,neutral,-0.0097,0.5109
GwBr35cYXcxK8,disgust,neutral,-0.0004,0.54
PipqS8rFolj0393M1O,fear,neutral,-0.0525,0.4984
9tYwiwdFkvEoE,fear,anger,-0.1493,0.6724
OjZl1PO74VDwc,happy,neutral,-0.1113,0.5731
3ohs7PXpe3try4q9yM,fear,anger,-0.4902,0.7822
qr0FOwPgUk3Cw,happy,anger,-0.276,0.7448
hMKjvTYlSaFCU,fear,neutral,-0.0557,0.5961
dkuZHIQsslFfy,fear,neutral,-0.2897,0.5759
MZQkUm97KTI1gI8sUj,fear,sad,-0.505,0.4497
3ofT5EtPNBpIjC8jTy,fear,neutral,0.1,0.6198
3o7rc0qU6m5hneMsuc,surprise,neutral,0.0212,0.5424
EXHHMS9caoxAA,fear,sad,-0.1544,0.6068
3ov9jPghXAsbvLmcjm,,neutral,-0.1712,0.6014
LpkBAUDg53FI8xLmg1,disgust,neutral,0.0483,0.545
CX3HePN40vQytywUdZ,fear,neutral,0.0499,0.5694
rq6c5xD7leHW8,disgust,sad,-0.3771,0.5452
tzHn7A5mohSfe,fear,neutral,-0.0685,0.516
xIytx7kHpq74c,fear,anger,-0.3259,0.7205
l3UcD7vkCptuTGAX6,disgust,anger,-0.4631,0.7569
pVBUBqNdTdsVuiybM4,fear,anger,-0.2834,0.7061
xUySTVNHpdACknfKuc,fear,sad,-0.4707,0.5805
xUOxfmh4WOFTAm4WBy,anger,happy,0.3882,0.6497
Qv7y2Tl4ki7Ru,fear,neutral,0.0317,0.5069
ISOckXUybVfQ4,,sad,-0.5078,0.4331
xT8qBvOmIEWXxVPdxS,fear,neutral,0.0383,0.6058
cQtlhD48EG0SY,fear,sad,-0.5532,0.5462
xxCNsOokj8Rxp8EtUL,fear,neutral,-0.0349,0.4769
tze1mGedykiuk,fear,anger,-0.178,0.7609
l2SqeqTMuA2h2QKic,surprise,neutral,-0.1185,0.5111
lnlAifQdenMxW,anger,happy,0.1106,0.7375
e6TR9n00dL3JS,fear,happy,0.0174,0.7319
1Qiu5tdaHkqt2,fear,anger,-0.4362,0.7643
3oz8xvN8yixXiqxrkA,anger,sad,-0.3415,0.5611
HPvfnOuz1tOgg,fear,anger,-0.2149,0.6579
3o6Zt62PeJeFUDwBUI,fear,neutral,-0.0018,0.5006
Fkmgse8OMKn9C,surprise,sad,-0.2843,0.6133
l4Ep6uxU6aedrYUik,disgust,sad,-0.6028,0.4341
ZXxRLy7AGDafHSE9no,fear,neutral,-0.2714,0.625
gE6IUBRWZd744,fear,neutral,0.1819,0.5925
vreFPhWOHsCWS6bQCA,disgust,anger,-0.2232,0.7173
l3V0j3ytFyGHqiV7W,fear,anger,-0.4531,0.774
gePUWJ4AXHu92,fear,neutral,-0.2039,0.4992
x4O0fjpQfoBZS,fear,neutral,-0.0627,0.5653
MDlWsK8JsiqyC9xtnM,fear,anger,-0.3308,0.7314
2uwZ4xi75JhxZYeyQB,fear,anger,-0.4387,0.7426
3oKIPtjElfqwMOTbH2,fear,neutral,-0.0938,0.5095
0DYipdNqJ5n4GYATKL,anger,neutral,-0.0205,0.549
lRRyxHVuD8geI,anger,neutral,-0.2907,0.603
dg0hVakNxI0LaIQDQm,fear,happy,0.6607,0.7444
dXhC4FNETTTlCAifLT,fear,neutral,0.1054,0.6126
l0NwGpoOVLTAyUJSo,fear,anger,-0.4822,0.6991
RTtwYswGFG288,fear,anger,-0.2459,0.7118
26tPghhb310muUkEw,fear,neutral,0.0625,0.621
DhulSUWynvliwOmpOE,fear,happy,0.381,0.6141
100QoSU9uTFU64,fear,anger,-0.3299,0.6902
3oxHQLHCnuCtjuZjVe,anger,neutral,-0.2158,0.6328
l0MYEw3Rjka9yuWTS,,neutral,-0.0206,0.4877
kUJVTZrbKe2JfGz654,anger,neutral,-0.1852,0.6175
bqalUGFYfyHzW,fear,neutral,-0.3278,0.5812
Yycc82XEuWDaLLi2GV,disgust,neutral,-0.1335,0.5427
najmtazy4OiiI,disgust,anger,-0.4001,0.76
d2Z4rTi11c9LRita,fear,sad,-0.1645,0.6599
11sBLVxNs7v6WA,,happy,0.306,0.7333
26tP4gFBQewkLnMv6,fear,neutral,-0.2053,0.532
26gR0YFZxWbnUPtMA,fear,neutral,-0.2007,0.5713
Gpf8A8aX2uWAg,fear,anger,-0.3375,0.7759
DBbPjLMsQPruMkDcrd,fear,happy,0.1389,0.6421
3oEjI7d0bQpHeGJecE,happy,anger,-0.191,0.7436
IhITT2GKlMH3okve85,fear,neutral,-0.1644,0.5758
3o7btNRTJ700Vzmn5e,fear,anger,-0.4441,0.751
nZymwrrw9PjDa,fear,anger,-0.4089,0.7423
uTuLngvL9p0Xe,fear,neutral,-0.2271,0.556
v4aN9JGFL62dO,fear,anger,-0.4096,0.7557
yRNSxsl1rJEwU,fear,anger,-0.0528,0.6534
bSlVFasDBbY3wox4Ya,anger,neutral,-0.2554,0.6355
XDAY1NNG2VvobAp9o0,fear,neutral,-0.0255,0.4669
XpxVDWILLXC92,fear,sad,-0.2771,0.6424
3o7btPCcdNniyf0ArS,anger,neutral,-0.1157,0.5386
3o751XDbTvZw958ZYk,fear,neutral,0.0196,0.5473
124ySNrM8Rt8go,disgust,neutral,-0.0835,0.5915
VEsfbW0pBu145PPhOi,happy,neutral,-0.0645,0.5864
4j9XOYo6IVDK8,disgust,happy,0.3953,0.6673
AUBkmecnhIHi16giZy,sad,anger,-0.3414,0.5966
UVqyx9c4MAt9U4792j,fear,neutral,-0.1095,0.5755
tfUW8mhiFk8NlJhgEh,disgust,neutral,-0.0487,0.6155
cr9vIO7NsP5cY,disgust,anger,-0.3005,0.6655
3ornjIhZGFWpbcGMAU,fear,anger,-0.4705,0.7966
2YnutB6bmlLaX7eG89,happy,neutral,0.0112,0.5252
Rnm0qelcJ7jt6jq1t7,fear,neutral,-0.1535,0.5969
5YayOGiDo5vItN379Q,happy,neutral,0.2526,0.5806
avkW4UabDdJFS,neutral,anger,-0.2083,0.6451
swPH6f77yLk2I,fear,happy,0.3061,0.6895
t9ctG5MZhyyU8,happy,neutral,0.0959,0.5823
v18xOnxDRt8aI,anger,neutral,-0.0964,0.5111
gb9KzWFqeJKEw,anger,happy,0.4269,0.7299
xsF1FSDbjguis,fear,neutral,-0.2783,0.6586
xT8qB4KH2hCnlMiflu,fear,anger,-0.3841,0.6949
jbbXetFcBlzYLKE2XG,sad,neutral,0.2096,0.562
3osxYk9qClrQVXVfiw,fear,happy,0.4506,0.71
Ala8Pjo4RN9kY,happy,neutral,0.2546,0.5841
4BJmyX29yfTLW,fear,anger,-0.484,0.6484
d7nd6bdypnYjGT1jP3,fear,happy,0.398,0.6502
nFFguNjdeotwc,surprise,neutral,-0.0949,0.5374
toHk1wZ75jNO8,fear,neutral,-0.105,0.6446
dZQduBLF6LPGc9io3M,surprise,neutral,-0.1272,0.6424
xUOxeRSgzGd7rbAqWs,fear,anger,-0.4249,0.764
yDChhXhGE6Ma4,fear,anger,-0.3274,0.6771
8FhXc8w45aN32,fear,neutral,-0.0643,0.5199
VsSksaIufXQR2,fear,anger,-0.2105,0.7261
8JZmEBXoCgDleNWFUt,,anger,-0.4887,0.7807
1jkV5ifEE5EENHESRa,fear,happy,0.1692,0.6517
GpLmqwmHWGc5G,fear,neutral,-0.1621,0.5906
